date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:51:20	55061/55061	---MCZ	200	added ('OK')	text/css	etag:W/%225dc6b96d-d715%22	https://templates.envytheme.com/aronix/default/assets/css/fontawesome.min.css	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/css/fontawesome.min.css	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:20	153791/153791	---MCZ	200	added ('OK')	text/css	etag:W/%225dc6b96e-258bf%22	https://templates.envytheme.com/aronix/default/assets/css/style.css	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/css/style.css	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:20	43008/43008	---MCZ	200	added ('OK')	text/css	etag:W/%225dc6b96e-a800%22	https://templates.envytheme.com/aronix/default/assets/css/responsive.css	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/css/responsive.css	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:20	1880/1880	---M--	200	added ('OK')	image/png	etag:%225dc6b978-758%22	https://templates.envytheme.com/aronix/default/assets/img/favicon.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/favicon.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:20	1940/1940	---M--	200	added ('OK')	image/png	etag:%225dc6b978-794%22	https://templates.envytheme.com/aronix/default/assets/img/logo.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/logo.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:21	75112/75112	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b965-12568%22	https://templates.envytheme.com/aronix/default/index-2.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/index-2.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:21	76288/76288	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b965-12a00%22	https://templates.envytheme.com/aronix/default/index-3.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/index-3.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:21	42382/42382	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b964-a58e%22	https://templates.envytheme.com/aronix/default/about.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/about.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:21	28739/28739	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b966-7043%22	https://templates.envytheme.com/aronix/default/services.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/services.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:21	24802/24802	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b967-60e2%22	https://templates.envytheme.com/aronix/default/single-services.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/single-services.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:22	25549/25549	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b966-63cd%22	https://templates.envytheme.com/aronix/default/projects.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/projects.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:22	24977/24977	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b967-6191%22	https://templates.envytheme.com/aronix/default/single-projects.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/single-projects.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:22	32002/32002	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b964-7d02%22	https://templates.envytheme.com/aronix/default/blog-1.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/blog-1.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:22	41245/41245	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b964-a11d%22	https://templates.envytheme.com/aronix/default/blog-2.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/blog-2.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:23	48807/48807	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b966-bea7%22	https://templates.envytheme.com/aronix/default/single-blog.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/single-blog.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:23	42519/42519	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b965-a617%22	https://templates.envytheme.com/aronix/default/features.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/features.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:23	29987/29987	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b967-7523%22	https://templates.envytheme.com/aronix/default/team.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/team.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:23	25510/25510	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b965-63a6%22	https://templates.envytheme.com/aronix/default/pricing.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/pricing.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:23	31698/31698	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b966-7bd2%22	https://templates.envytheme.com/aronix/default/shop.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/shop.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:24	41949/41949	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b966-a3dd%22	https://templates.envytheme.com/aronix/default/single-product.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/single-product.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:24	30354/30354	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b964-7692%22	https://templates.envytheme.com/aronix/default/cart.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/cart.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:24	34022/34022	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b964-84e6%22	https://templates.envytheme.com/aronix/default/checkout.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/checkout.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:24	24385/24385	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b965-5f41%22	https://templates.envytheme.com/aronix/default/partner.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/partner.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:24	6938/6938	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b964-1b1a%22	https://templates.envytheme.com/aronix/default/error-404.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/error-404.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:25	34786/34786	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b964-87e2%22	https://templates.envytheme.com/aronix/default/faq.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/faq.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:25	26419/26419	---MCZ	200	added ('OK')	text/html	etag:W/%225dc6b964-6733%22	https://templates.envytheme.com/aronix/default/contact.html	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/contact.html	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:25	104714/104714	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b992-1990a%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/1.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/blog-image/1.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:25	92221/92221	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b992-1683d%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/2.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/blog-image/2.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:26	95472/95472	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b992-174f0%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/3.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/blog-image/3.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:26	78660/78660	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b992-13344%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/4.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/blog-image/4.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:26	109456/109456	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b992-1ab90%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/5.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/blog-image/5.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:26	81754/81754	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b992-13f5a%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/6.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/blog-image/6.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:26	118989/118989	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b993-1d0cd%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/7.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/blog-image/7.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:27	73006/73006	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b993-11d2e%22	https://templates.envytheme.com/aronix/default/assets/img/blog-image/8.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/blog-image/8.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:27	23756/23756	---M--	200	added ('OK')	image/png	etag:%225dc6b979-5ccc%22	https://templates.envytheme.com/aronix/default/assets/img/rocket.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/rocket.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:27	4603/4603	---M--	200	added ('OK')	image/png	etag:%225dc6b978-11fb%22	https://templates.envytheme.com/aronix/default/assets/img/rocket-shape.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/rocket-shape.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:27	382/382	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225dc6b9a2-17e%22	https://templates.envytheme.com/aronix/default/assets/img/shape/2.svg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/shape/2.svg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:27	1235/1235	---M--	200	added ('OK')	image/png	etag:%225dc6b9a2-4d3%22	https://templates.envytheme.com/aronix/default/assets/img/shape/4.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/shape/4.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:27	5805/5805	---M--	200	added ('OK')	image/png	etag:%225dc6b9a3-16ad%22	https://templates.envytheme.com/aronix/default/assets/img/shape/7.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/shape/7.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:28	31463/31463	---M--	200	added ('OK')	image/png	etag:%225dc6b976-7ae7%22	https://templates.envytheme.com/aronix/default/assets/img/cloud-shape.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/cloud-shape.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:28	1610/1610	---M--	200	added ('OK')	image/png	etag:%225dc6b978-64a%22	https://templates.envytheme.com/aronix/default/assets/img/cloud1.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/cloud1.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:28	1735/1735	---M--	200	added ('OK')	image/png	etag:%225dc6b977-6c7%22	https://templates.envytheme.com/aronix/default/assets/img/cloud2.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/cloud2.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:28	2010/2010	---M--	200	added ('OK')	image/png	etag:%225dc6b977-7da%22	https://templates.envytheme.com/aronix/default/assets/img/cloud3.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/cloud3.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:29	17591/17591	---M--	200	added ('OK')	image/png	etag:%225dc6b99b-44b7%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/1.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/partner-image/1.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:29	13554/13554	---M--	200	added ('OK')	image/png	etag:%225dc6b99c-34f2%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/2.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/partner-image/2.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:29	11347/11347	---M--	200	added ('OK')	image/png	etag:%225dc6b99c-2c53%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/3.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/partner-image/3.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:29	4808/4808	---M--	200	added ('OK')	image/png	etag:%225dc6b99c-12c8%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/4.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/partner-image/4.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:30	3708/3708	---M--	200	added ('OK')	image/png	etag:%225dc6b99c-e7c%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/5.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/partner-image/5.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:30	4532/4532	---M--	200	added ('OK')	image/png	etag:%225dc6b99c-11b4%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/6.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/partner-image/6.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:30	6358/6358	---M--	200	added ('OK')	image/png	etag:%225dc6b99c-18d6%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/7.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/partner-image/7.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:30	6096/6096	---M--	200	added ('OK')	image/png	etag:%225dc6b99c-17d0%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/8.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/partner-image/8.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:30	5315/5315	---M--	200	added ('OK')	image/png	etag:%225dc6b99c-14c3%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/9.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/partner-image/9.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:30	13554/13554	---M--	200	added ('OK')	image/png	etag:%225dc6b99b-34f2%22	https://templates.envytheme.com/aronix/default/assets/img/partner-image/10.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/partner-image/10.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:31	289477/289477	---M--	200	added ('OK')	image/png	etag:%225dc6b975-46ac5%22	https://templates.envytheme.com/aronix/default/assets/img/about-img1.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/about-img1.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:32	243886/243886	---M--	200	added ('OK')	image/png	etag:%225dc6b979-3b8ae%22	https://templates.envytheme.com/aronix/default/assets/img/why-choose-img1.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/why-choose-img1.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:32	236387/236387	---M--	200	added ('OK')	image/png	etag:%225dc6b996-39b63%22	https://templates.envytheme.com/aronix/default/assets/img/features-image/1.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/features-image/1.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:32	262986/262986	---M--	200	added ('OK')	image/png	etag:%225dc6b996-4034a%22	https://templates.envytheme.com/aronix/default/assets/img/features-image/2.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/features-image/2.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:32	289477/289477	---M--	200	added ('OK')	image/png	etag:%225dc6b997-46ac5%22	https://templates.envytheme.com/aronix/default/assets/img/features-image/3.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/features-image/3.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:33	292428/292428	---M--	200	added ('OK')	image/png	etag:%225dc6b997-4764c%22	https://templates.envytheme.com/aronix/default/assets/img/features-image/4.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/features-image/4.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:33	202056/202056	---M--	200	added ('OK')	image/png	etag:%225dc6b997-31548%22	https://templates.envytheme.com/aronix/default/assets/img/features-image/5.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/features-image/5.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:33	401/401	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225dc6b9a2-191%22	https://templates.envytheme.com/aronix/default/assets/img/shape/3.svg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/shape/3.svg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:33	199876/199876	---M--	200	added ('OK')	image/png	etag:%225dc6b998-30cc4%22	https://templates.envytheme.com/aronix/default/assets/img/features-image/6.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/features-image/6.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:33	86730/86730	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b9a0-152ca%22	https://templates.envytheme.com/aronix/default/assets/img/projects-image/1.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/projects-image/1.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:34	117847/117847	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b9a0-1cc57%22	https://templates.envytheme.com/aronix/default/assets/img/projects-image/2.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/projects-image/2.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:34	113740/113740	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b9a0-1bc4c%22	https://templates.envytheme.com/aronix/default/assets/img/projects-image/3.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/projects-image/3.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:34	77007/77007	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b9a0-12ccf%22	https://templates.envytheme.com/aronix/default/assets/img/projects-image/4.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/projects-image/4.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:35	124395/124395	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b9a0-1e5eb%22	https://templates.envytheme.com/aronix/default/assets/img/projects-image/5.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/projects-image/5.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:35	103560/103560	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b9a0-19488%22	https://templates.envytheme.com/aronix/default/assets/img/projects-image/6.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/projects-image/6.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:35	89561/89561	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b9a7-15dd9%22	https://templates.envytheme.com/aronix/default/assets/img/team-image/1.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/team-image/1.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:36	87761/87761	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b9a7-156d1%22	https://templates.envytheme.com/aronix/default/assets/img/team-image/3.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/team-image/3.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:36	129318/129318	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b9a7-1f926%22	https://templates.envytheme.com/aronix/default/assets/img/team-image/2.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/team-image/2.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:36	1280/1280	---M--	200	added ('OK')	image/png	etag:%225dc6b9a2-500%22	https://templates.envytheme.com/aronix/default/assets/img/shape/5.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/shape/5.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:36	2833/2833	---M--	200	added ('OK')	image/png	etag:%225dc6b9a3-b11%22	https://templates.envytheme.com/aronix/default/assets/img/shape/6.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/shape/6.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:36	2004/2004	---M--	200	added ('OK')	image/png	etag:%225dc6b9a3-7d4%22	https://templates.envytheme.com/aronix/default/assets/img/shape/9.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/shape/9.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:36	1126/1126	---M--	200	added ('OK')	image/png	etag:%225dc6b9a2-466%22	https://templates.envytheme.com/aronix/default/assets/img/shape/10.png	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/shape/10.png	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:36	8895/8895	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b994-22bf%22	https://templates.envytheme.com/aronix/default/assets/img/client-image/1.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/client-image/1.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:37	9630/9630	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b994-259e%22	https://templates.envytheme.com/aronix/default/assets/img/client-image/2.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/client-image/2.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:37	13982/13982	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b994-369e%22	https://templates.envytheme.com/aronix/default/assets/img/client-image/3.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/client-image/3.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:37	13701/13701	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b994-3585%22	https://templates.envytheme.com/aronix/default/assets/img/client-image/4.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/client-image/4.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:37	9630/9630	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b995-259e%22	https://templates.envytheme.com/aronix/default/assets/img/client-image/5.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/client-image/5.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
16:51:38	104714/104714	---M--	200	added ('OK')	image/jpeg	etag:%225dc6b999-1990a%22	https://templates.envytheme.com/aronix/default/assets/img/instagram-image/1.jpg	C:/My%20Web%20Sites/aqugen-home/templates.envytheme.com/aronix/default/assets/img/instagram-image/1.jpg	(from https://templates.envytheme.com/aronix/default/index.html)
